 ngridl            1          82
 ngridl            1          77
 ngridl            2          77
 ngridl            3          77
 ngridl            1          75
 ngridl            1          86
 ngridl            2          86
 ngridl            3          86
 ngridl            4          86
 ngridl            5          86
 ngridl            1          84
 ngridl            2          84
 ngridl            3          84
 ngridl            4          84
 ngridl            5          84
 ngridl            6          84
 ngridl            1          83
 ngridl            2          83
 ngridl            3          83
 ngridl            4          83
 ngridl            5          83
 ngridl            2          82
 ngridl            3          82
 ngridl            4          77
 ngridl            5          77
 ngridl            6          77
 ngridl            2          75
 ngridl            6          86
 ngridl            7          86
 ngridl            8          86
 ngridl            9          86
 ngridl           10          86
 ngridl            7          84
 ngridl            8          84
 ngridl            9          84
 ngridl           10          84
 ngridl           11          84
 ngridl           12          84
 ngridl            6          83
 ngridl            7          83
 ngridl            8          83
 ngridl            9          83
 ngridl           10          83
 ngridl            4          82
 ngridl            5          82
 ngridl            7          77
 ngridl            8          77
 ngridl            1          76
 ngridl            3          75
 ngridl           11          86
 ngridl           12          86
 ngridl           13          86
 ngridl           14          86
 ngridl           15          86
 ngridl           13          84
 ngridl           14          84
 ngridl           15          84
 ngridl           16          84
 ngridl           17          84
 ngridl           18          84
 ngridl           11          83
 ngridl           12          83
 ngridl           13          83
 ngridl           14          83
 ngridl           15          83
 ngridl            6          82
 ngridl            1          81
 ngridl            2          81
 ngridl            3          81
 ngridl            2          76
 ngridl            3          76
 ngridl            4          76
 ngridl            5          76
 ngridl            6          76
 ngridl           16          86
 ngridl           17          86
 ngridl           19          84
 ngridl           20          84
 ngridl           21          84
 ngridl           22          84
 ngridl           23          84
 ngridl           24          84
 ngridl            1          79
 ngridl           16          83
 ngridl           17          83
 ngridl           18          83
 ngridl           19          83
 ngridl            4          81
 ngridl            5          81
 ngridl            6          81
 ngridl            7          81
 ngridl            7          76
 ngridl            8          76
 ngridl            9          76
 ngridl           10          76
 ngridl           11          76
 ngridl           12          76
 ngridl           13          76
 ngridl            1          97
 ngridl            2          97
 ngridl            3          97
 ngridl            4          97
 ngridl            1          98
 ngridl            2          98
 ngridl            3          98
 ngridl            4          98
 ngridl            5          98
 ngridl            6          98
 ngridl            7          98
 ngridl            8          98
 ngridl            8          81
 ngridl            9          81
 ngridl           10          81
 ngridl           14          76
 ngridl           15          76
 ngridl           16          76
 ngridl           17          76
 ngridl           18          76
 ngridl           19          76
 ngridl           20          76
 ngridl            5          97
 ngridl            6          97
 ngridl            7          97
 ngridl            8          97
 ngridl            9          98
 ngridl           10          98
 ngridl           11          98
 ngridl           12          98
 ngridl           13          98
 ngridl           14          98
 ngridl           15          98
 ngridl           16          98
 ngridl            1          95
 ngridl            2          95
 ngridl            3          95
 ngridl            4          95
 ngridl            1          94
 ngridl            2          94
 ngridl            3          94
 ngridl            4          94
 ngridl            9          97
 ngridl           10          97
 ngridl           11          97
 ngridl           12          97
 ngridl           13          97
 ngridl           14          97
 ngridl           17          98
 ngridl           18          98
 ngridl           19          98
 ngridl           20          98
 ngridl           21          98
 ngridl           22          98
 ngridl           23          98
 ngridl           24          98
 ngridl            5          95
 ngridl            6          95
 ngridl            7          95
 ngridl            8          95
 ngridl            5          94
 ngridl            6          94
 ngridl            7          94
 ngridl            8          94
 ngridl           15          97
 ngridl           16          97
 ngridl           17          97
 ngridl           18          97
 ngridl           19          97
 ngridl           20          97
 ngridl           25          98
 ngridl           26          98
 ngridl           27          98
 ngridl           28          98
 ngridl           29          98
 ngridl            1          93
 ngridl            2          93
 ngridl            3          93
 ngridl            4          93
 ngridl            9          94
 ngridl           10          94
 ngridl           11          94
 ngridl           12          94
 ngridl           13          94
 ngridl           14          94
 ngridl           15          94
 ngridl            1          96
 ngridl            2          96
 ngridl            3          96
 ngridl            4          96
 ngridl            5          96
 ngridl            6          96
 ngridl           30          98
 ngridl           31          98
 ngridl           32          98
 ngridl           33          98
 ngridl            5          93
 ngridl            6          93
 ngridl            7          93
 ngridl            8          93
 ngridl            9          93
 ngridl           16          94
 ngridl           17          94
 ngridl           18          94
 ngridl           19          94
 ngridl           20          94
 ngridl           21          94
 ngridl           22          94
 ngridl            7          96
 ngridl            8          96
 ngridl            9          96
 ngridl           10          96
 ngridl           11          96
 ngridl           12          96
 ngridl           13          96
 ngridl           34          98
 ngridl           35          98
 ngridl           10          93
 ngridl           11          93
 ngridl           12          93
 ngridl           13          93
 ngridl           14          93
 ngridl           15          93
 ngridl            1           1
 ngridl            2           1
 ngridl            3           1
 ngridl            4           1
 ngridl            5           1
 ngridl            6           1
 ngridl            7           1
 ngridl           14          96
 ngridl           15          96
 ngridl           16          96
 ngridl           17          96
 ngridl           18          96
 ngridl           19          96
 ngridl           20          96
 ngridl           36          98
 ngridl           37          98
 ngridl           16          93
 ngridl           17          93
 ngridl           18          93
 ngridl           19          93
 ngridl           20          93
 ngridl            1           2
 ngridl            8           1
 ngridl            9           1
 ngridl           10           1
 ngridl           11           1
 ngridl           12           1
 ngridl           13           1
 ngridl           14           1
 ngridl            1           0
 ngridl            1           4
 ngridl            2           4
 ngridl            3           4
 ngridl            4           4
 ngridl            1           5
 ngridl            2           5
 ngridl            3           5
 ngridl            4           5
 ngridl            1           3
 ngridl            2           3
 ngridl            3           3
 ngridl            4           3
 ngridl            2           2
 ngridl            3           2
 ngridl            4           2
 ngridl            5           2
 ngridl            2           0
 ngridl            3           0
 ngridl            4           0
 ngridl            5           0
 ngridl            6           0
 ngridl            7           0
 ngridl            5           4
 ngridl            6           4
 ngridl            7           4
 ngridl            8           4
 ngridl            5           5
 ngridl            6           5
 ngridl            7           5
 ngridl            8           5
 ngridl            5           3
 ngridl            6           3
 ngridl            7           3
 ngridl            8           3
 ngridl            6           2
 ngridl            7           2
 ngridl            8           2
 ngridl            9           2
 ngridl            8           0
 ngridl            9           0
 ngridl           10           0
 ngridl           11           0
 ngridl           12           0
 ngridl           13           0
 ngridl            9           4
 ngridl           10           4
 ngridl           11           4
 ngridl            9           5
 ngridl           10           5
 ngridl           11           5
 ngridl           12           5
 ngridl           13           5
 ngridl            9           3
 ngridl           10           3
 ngridl           11           3
 ngridl           12           3
 ngridl           10           2
 ngridl           11           2
 ngridl           12           2
 ngridl           13           2
 ngridl           14           0
 ngridl           15           0
 ngridl           16           0
 ngridl           17           0
 ngridl           18           0
 ngridl           19           0
 ngridl           12           4
 ngridl           13           4
 ngridl           14           4
 ngridl           14           5
 ngridl           15           5
 ngridl           16           5
 ngridl           17           5
 ngridl           18           5
 ngridl           13           3
 ngridl           14           3
 ngridl           15           3
 ngridl           16           3
 ngridl           14           2
 ngridl           15           2
 ngridl           16           2
 ngridl           17           2
 ngridl           20           0
 ngridl           21           0
 ngridl           22           0
 ngridl           23           0
 ngridl           24           0
 ngridl           25           0
 ngridl           15           4
 ngridl           16           4
 ngridl           17           4
 ngridl           19           5
 ngridl           20           5
 ngridl           21           5
 ngridl           22           5
 ngridl           23           5
 ngridl           17           3
 ngridl           18           3
 ngridl           19           3
 ngridl           20           3
 ngridl           18           2
 ngridl            1          32
 ngridl            1          34
 ngridl            2          34
 ngridl            3          34
 ngridl            1          35
 ngridl            2          35
 ngridl            3          35
 ngridl            4          35
 ngridl            5          35
 ngridl            6          35
 ngridl            7          35
 ngridl            8          35
 ngridl            1          33
 ngridl            2          33
 ngridl            3          33
 ngridl           24           5
 ngridl            2          32
 ngridl            3          32
 ngridl            4          32
 ngridl            5          32
 ngridl            6          32
 ngridl            7          32
 ngridl            8          32
 ngridl            4          34
 ngridl            5          34
 ngridl            6          34
 ngridl            9          35
 ngridl           10          35
 ngridl           11          35
 ngridl           12          35
 ngridl           13          35
 ngridl           14          35
 ngridl           15          35
 ngridl           16          35
 ngridl            4          33
 ngridl            5          33
 ngridl            6          33
 ngridl            7          33
 ngridl            9          32
 ngridl           10          32
 ngridl           11          32
 ngridl           12          32
 ngridl           13          32
 ngridl           14          32
 ngridl           15          32
 ngridl            7          34
 ngridl            8          34
 ngridl            9          34
 ngridl           17          35
 ngridl           18          35
 ngridl           19          35
 ngridl           20          35
 ngridl           21          35
 ngridl           22          35
 ngridl           23          35
 ngridl            8          33
 ngridl            9          33
 ngridl           10          33
 ngridl           11          33
 ngridl           12          33
 ngridl           16          32
 ngridl           17          32
 ngridl           18          32
 ngridl           19          32
 ngridl           20          32
 ngridl           21          32
 ngridl           10          34
 ngridl           11          34
 ngridl           12          34
 ngridl           13          34
 ngridl            1          36
 ngridl            2          36
 ngridl            3          36
 ngridl            4          36
